brand,model,year,age_years,distance_driven_km,engine_litres,price_aud,fuel_type,gearbox
Peugeot,Peugeot 208 1.6 e-HDi Active STT,2014,12,126370,12.0,7220,Petrol,Manual
Aston Martin,Aston Martin DB9,2011,15,45600,59.4,159600,Petrol,Automatic
Citroen,Citroën C3 1.6 Exclusive Senso Drive,2003,23,154000,15.9,3800,Petrol,Automatic
Porsche,Porsche Cayenne,2017,9,98000,19.9,102562,Petrol,Manual
Opel,Opel Meriva 1.4 Enjoy,2011,15,190000,16.9,8702,Diesel,Manual
Porsche,Porsche Boxster,1997,29,223000,24.8,18962,Petrol,Manual
Bentley,Bentley Continental Flying Spur V8,2014,12,151299,60.0,123861,Petrol,Automatic
Maserati,Maserati Quattroporte S Q4,2014,12,83632,29.9,55062,Diesel,Automatic
Ford,Ford Fiesta 1.25 Silver X,2013,13,190000,15.6,8702,Diesel,Manual
Maserati,Maserati Ghibli Automatik S Q4,2014,12,80000,29.8,41420,Petrol,Automatic
Aston Martin,Aston Martin Vantage,2013,13,43000,59.4,151620,Petrol,Automatic
Chevrolet,Chevrolet Captiva,2006,20,120722,8.0,7220,Petrol,Automatic
Bentley,Bentley Continental Flying Spur Standard,2006,20,95000,60.0,72162,Petrol,Automatic
BMW,BMW M3 Drivelogic,2013,13,216347,20.0,70300,Diesel,Automatic
BMW,BMW Seria 4 420d Gran Coupe M Sport,2017,9,198000,20.0,36100,Diesel,Automatic
Maserati,Maserati Ghibli S Q4,2010,16,30000,46.9,36860,Petrol,Automatic
Porsche,Porsche Cayman GT4,2017,9,98000,19.9,151993,Petrol,Manual
Hyundai,Hyundai I30 1.4 Edition Plus,2013,13,119340,14.0,7942,Petrol,Manual
Opel,Opel Combo,2019,7,98000,15.0,26562,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa E 280 CDI Elegance,2001,25,100000,57.9,8550,Petrol,Automatic
Opel,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Style,2019,7,36588,12.0,14782,Petrol,Manual
Peugeot,Peugeot 508 2.0 BlueHDi GT S&S,2018,8,144000,15.0,27550,Diesel,Automatic
Ford,Ford Focus,2017,9,185000,15.0,14060,Petrol,Manual
Mercedes-Benz,Mercedes-Benz CLA AMG 45 4-Matic,2019,7,63563,39.8,59280,Petrol,Automatic
Aston Martin,Aston Martin Vantage,2013,13,43000,59.4,117800,Petrol,Automatic
Ford,Ford Focus 1.5 TDCi Trend,2017,9,177753,20.0,11400,Diesel,Manual
BMW,BMW Seria 5 535d xDrive,2013,13,152200,20.0,36100,Diesel,Automatic
Toyota,Toyota Yaris,2014,12,281000,20.0,5130,Diesel,Manual
Maserati,Maserati Quattroporte Sport GT DuoSelect,2005,21,133000,42.4,26600,Petrol,Automatic
Porsche,Porsche Boxster 2.5,1999,27,62400,24.8,30400,Petrol,Manual
Rover,Rover 75,2004,22,129510,14.0,1710,Petrol and LPG,Manual
Renault,Renault Megane,2019,7,65366,14.6,13604,Diesel,Automatic
Hyundai,Hyundai Tucson 2.0 CRDi Premium,2008,18,215000,14.0,8170,Petrol,Manual
Dodge,Dodge Challenger 6.2 Hellcat Widebody,2019,7,35000,64.2,105555,Petrol,Automatic
Maserati,Maserati Ghibli,2017,9,83000,29.9,71820,Diesel,Automatic
SEAT,Seat Leon,2022,4,3000,10.0,45562,Petrol,Manual
BMW,BMW X5 xDrive30d Edition Exclusive,2013,13,224000,20.0,31502,Diesel,Automatic
SEAT,Seat Leon 1.2 TSI Style S&S,2016,10,151000,19.7,18050,Diesel,Manual
Peugeot,Peugeot 508 SW HDi FAP 110 Access,2013,13,145000,16.0,10488,Petrol,Manual
Mazda,Mazda 3 2.0 mHEV Hikari,2023,3,4,20.0,34200,Petrol,Manual
Volvo,Volvo V40 D2 Drive-E Momentum,2017,9,189900,19.7,15162,Diesel,Automatic
Nissan,Nissan Qashqai 1.6 DCi Tekna,2016,10,162450,16.0,22591,Diesel,Manual
Bentley,Bentley Continental GT Standard,2008,18,156663,60.0,97128,Petrol,Automatic
Ford,Ford Focus 1.5 TDCi DPF Start-Stopp-System Titanium,2017,9,190000,20.0,15162,Diesel,Manual
Peugeot,Peugeot 206 1.4 XT,2002,24,176000,15.9,1900,Petrol,Automatic
Aston Martin,Aston Martin DB7,2001,25,30000,59.4,31540,Petrol,Automatic
BMW,BMW Seria 3 320d Touring xDrive Sport-Aut Sport Line,2016,10,57194,20.0,20862,Petrol,Automatic
Hyundai,Hyundai I30,2021,5,31000,10.0,26562,Petrol,Manual
Kia,Kia Sorento 2.5 CRDi Voyage +,2006,20,238800,25.0,6422,Diesel,Automatic
Ferrari,Ferrari 488,2018,8,33200,38.9,437000,Petrol,Automatic
Volkswagen,Volkswagen Jetta 1.2 TSI Comfortline,2012,14,97295,12.0,11210,Petrol,Manual
Mercedes-Benz,Mercedes-Benz GLE 350 d 4-Matic,2015,11,285635,54.6,55100,Petrol,Automatic
Toyota,Toyota Avensis 2.0 D-4D Sol,2010,16,194000,19.9,9500,Petrol,Manual
Ford,Ford Focus,2012,14,114000,12.4,13933,Petrol,Manual
BMW,BMW X3 xDrive30d,2011,15,369000,29.9,27550,Diesel,Automatic
Opel,Opel Insignia,2017,9,44000,13.6,22344,Petrol,Manual
Skoda,Skoda Scala,2023,3,4,19.8,33744,Petrol,Automatic
BMW,BMW X4 xDrive30i GPF xLine sport,2015,11,197883,30.0,63080,Petrol,Automatic
Volkswagen,Volkswagen Passat 1.8 TSI Comfortline DSG,2007,19,242000,29.7,8740,Diesel,Automatic
Maserati,Maserati Ghibli S Q4,2012,14,23500,46.9,47690,Petrol,Automatic
Fiat,Fiat Tipo,2021,5,40768,13.7,26942,Petrol,Manual
MINI,MINI Clubman,2008,18,162000,16.0,12122,Petrol,Automatic
Smart,Smart Forfour passion,2004,22,225000,13.3,3762,Petrol,Manual
Toyota,Toyota Yaris 1.33 Active,2019,7,21381,10.0,17670,Petrol,Manual
Ferrari,Ferrari,2018,8,33200,38.9,379620,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz GLE,2017,9,91000,19.9,151962,Petrol,Automatic
Maserati,Maserati GranTurismo S Automatik,2014,12,64000,30.0,58900,Petrol,Automatic
Opel,Opel Insignia,2017,9,101000,19.6,24700,Diesel,Manual
Ford,Ford Focus,2009,17,149852,12.4,3382,Petrol,Manual
Volvo,Volvo XC 70,2003,23,168016,24.0,9120,Diesel,Automatic
SEAT,Seat Leon,2018,8,150777,16.0,23940,Diesel,Manual
Toyota,Toyota Auris,2016,10,158398,18.0,21280,Petrol and LPG,Manual
Opel,Opel Meriva 1.7 CDTI Cosmo,2011,15,214086,13.6,8740,Petrol,Manual
Volvo,Volvo XC 60,2020,6,45000,19.7,83562,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz CLA 200 7G-DCT AMG Line,2015,11,400000,21.4,33440,Diesel,Automatic
Renault,Renault Megane CC 1.4 16V TCE Privilege,2014,12,111400,14.6,12920,Diesel,Manual
Maserati,Maserati Quattroporte S Q4 Automatik,2012,14,23500,46.9,56620,Petrol,Automatic
Renault,Renault Captur 1.3 Energy TCe FAP Intens EDC,2016,10,103005,16.2,30210,Petrol,Automatic
Peugeot,Peugeot 208 1.2 PureTech Active S&S,2021,5,29448,15.0,31122,Diesel,Manual
Porsche,Porsche Cayenne Coupe Turbo,2016,10,114000,36.0,256499,Petrol,Automatic
Volvo,Volvo XC 70,2004,22,500000,24.0,6802,Diesel,Automatic
Opel,Opel Corsa 1.0 12V Cosmo,2003,23,184000,18.0,1520,Petrol,Manual
Bentley,Bentley Continental Flying Spur V8,2018,8,58000,59.5,151620,Petrol,Automatic
Citroen,Citroën Berlingo M 1.5 BlueHDI Live Pack S&S N1,2022,4,9999,12.0,44882,Petrol,Manual
BMW,BMW X5 xDrive40i mHEV sport,2022,4,9,29.9,198702,Diesel,Automatic
Toyota,Toyota RAV4 2.0,1998,28,314000,29.8,5282,Diesel,Manual
Opel,Opel Vivaro,2008,18,208000,20.0,15162,Petrol,Manual
Toyota,Toyota Aygo 1.0 VVT-i X-play,2017,9,63254,15.0,15390,Petrol,Manual
Porsche,Porsche 911 Carrera 4S,2004,22,173000,31.9,68362,Petrol and LPG,Manual
Volvo,Volvo V50 1.8 Momentum,2007,19,242000,15.6,5662,Diesel,Manual
Jaguar,Jaguar X-Type 2.0 D Classic,2002,24,260000,25.0,3040,Petrol and LPG,Manual
Peugeot,Peugeot 508 1.5 BlueHDi Allure Pack S&S EAT8,2021,5,2,15.0,39064,Diesel,Automatic
MINI,MINI Cooper Standard,2012,14,149125,16.0,9462,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa C 180 T CGI Automatik BlueEFFICIENCY Elegance,2011,15,226123,21.4,17100,Diesel,Automatic
Bentley,Bentley Bentayga W12,2017,9,25000,39.9,285000,Petrol,Automatic
Opel,Opel Astra 2.0 CDTI DPF Automatik Design Edition,2011,15,191000,19.6,10222,Diesel,Automatic
Alfa Romeo,Alfa Romeo GTV 2.0 16v TSpark L,1996,30,238250,19.7,4522,Petrol,Manual
SEAT,Seat Arosa 1.0,2004,22,246000,19.0,2242,Diesel,Manual
Porsche,Porsche Boxster 2.5,1995,31,45000,36.0,21242,Petrol,Manual
Ford,Ford S-Max 2.0 TDCi Titanium,2019,7,185000,20.0,28044,Diesel,Manual
Ford,Ford Mondeo 2.0 TDCi Titanium,2011,15,151552,12.4,10602,Petrol,Manual
Porsche,Porsche 911 Carrera 4,1999,27,60000,33.9,53162,Petrol,Manual
Maserati,Maserati GranTurismo S,2014,12,123000,46.9,41420,Petrol,Automatic
Ferrari,Ferrari Portofino,2018,8,61000,62.6,379620,Petrol,Automatic
Bentley,Bentley Continental GT,2017,9,55688,60.0,379943,Petrol,Automatic
Hyundai,Hyundai I30,2021,5,7223,10.0,26182,Petrol,Manual
Opel,Opel Insignia 1.6 T Edition EU6,2017,9,158000,14.9,17480,Petrol,Automatic
Land Rover,Land Rover Discovery Sport 2.0 TD4 HSE,2016,10,132000,20.0,18996,Diesel,Automatic
Toyota,Toyota Aygo 1.0 VVT-i,2014,12,240000,20.0,4408,Diesel,Manual
Volkswagen,Volkswagen Golf VII 1.6 TDI BMT Highline DSG,2013,13,140000,19.7,16150,Diesel,Automatic
Renault,Renault Twingo 1.2 16V Eco Access,2012,14,228164,20.0,6802,Diesel,Manual
Aston Martin,Aston Martin DB9 Standard,2008,18,26302,43.0,87020,Petrol,Automatic
Toyota,Toyota Corolla,2022,4,7452,18.0,60762,Hybrid,Automatic
Toyota,Toyota Yaris,2017,9,63200,18.0,17822,Petrol,Manual
Renault,Renault Laguna 1.8 RXT,2004,22,158757,20.0,1520,Petrol,Manual
Maserati,Maserati Quattroporte GTS GranLusso,2014,12,150000,29.8,28880,Petrol,Automatic
Toyota,Toyota Corolla,2021,5,83000,24.9,41762,Hybrid,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E 200 d T 9G-TRONIC AMG Line,2015,11,46500,19.9,36100,Petrol,Automatic
Hyundai,Hyundai i40 1.7 CRDi Style,2014,12,110437,20.0,14440,Petrol,Automatic
Dodge,Dodge Challenger 3.6 SXT,2020,6,16870,64.2,102562,Petrol,Automatic
Volvo,Volvo V40 Cross Country D2 Summum,2012,14,172000,19.8,17936,Diesel,Manual
Ferrari,Ferrari California,2017,9,19000,65.0,285000,Petrol,Automatic
BMW,BMW Seria 3 320d Advantage sport,2022,4,5,30.0,56620,Petrol,Automatic
Maserati,Maserati Ghibli,2017,9,83000,29.9,62662,Diesel,Automatic
Honda,Honda Civic 1.8 Sport,2013,13,165200,13.4,21280,Petrol,Manual
Porsche,Porsche 911 Carrera S,2008,18,11500,36.0,93442,Petrol,Manual
Maserati,Maserati GranTurismo S Automatica,2014,12,72640,29.8,60420,Petrol,Automatic
Ford,Ford Ka+ 1.2 S&S Trend,2019,7,57000,15.0,6802,Diesel,Manual
BMW,BMW Seria 5,2013,13,255200,20.0,28462,Diesel,Automatic
Porsche,Porsche Cayenne,2009,17,330800,29.7,19000,Diesel,Automatic
Opel,Opel Insignia,2014,12,108000,14.0,15200,Petrol,Manual
Bentley,Bentley Bentayga,2019,7,75000,59.5,319200,Petrol,Automatic
Renault,Renault Scenic,2003,23,177544,20.0,4142,Petrol,Automatic
Volkswagen,Volkswagen Transporter,2019,7,65600,10.0,49400,Petrol,Manual
Bentley,Bentley Continental GT V8,2017,9,25000,39.9,273562,Petrol,Automatic
BMW,BMW X4 xDrive30d M Sport X sport,2020,6,51900,44.0,102561,Petrol,Automatic
Dacia,Dacia Sandero Stepway,2018,8,255452,14.6,15010,Diesel,Automatic
Ford,Ford Explorer 4.0,2003,23,325254,19.0,8512,Diesel,Automatic
BMW,BMW Seria 5,2014,12,138970,20.0,31730,Diesel,Automatic
Mitsubishi,Mitsubishi Carisma,2004,22,214000,32.0,2242,Diesel,Automatic
Ford,Ford Fiesta,2014,12,280000,20.0,10450,Diesel,Manual
Hyundai,Hyundai ix35,2011,15,198000,12.5,14402,Petrol,Manual
Maserati,Maserati GranCabrio,2016,10,18700,46.9,43700,Petrol,Automatic
Toyota,Toyota Aygo,2019,7,48000,16.0,18620,Petrol,Manual
Volkswagen,Volkswagen Golf IV 1.4 16V Basis,2004,22,264173,19.0,4142,Diesel,Manual
Volkswagen,Volkswagen Touran 1.9 TDI United,2009,17,220000,19.7,7030,Diesel,Manual
Alfa Romeo,Alfa Romeo 159,2008,18,130000,22.0,5358,Petrol,Automatic
BMW,BMW Seria 3 328i xDrive Sport Line,2014,12,118000,20.0,24320,Diesel,Automatic
Porsche,Porsche 911 Carrera Cabrio,2009,17,65000,36.0,91162,Petrol,Manual
Kia,Kia Ceed 1.6 CRDi SCR M,2019,7,60391,10.0,6878,Petrol,Manual
SEAT,Seat Leon 2.0 TSI Cupra Performance Black S&S,2015,11,38000,10.0,37962,Petrol,Manual
SEAT,Seat Ateca 1.5 TSI FR S&S DSG,2023,3,5,15.0,63627,Petrol,Automatic
Hyundai,Hyundai I30 1.0 T-GDI EDITION 30,2015,11,124900,11.2,22002,Diesel,Manual
Opel,Opel Signum 1.8 Elegance,2003,23,232000,16.0,3040,Petrol,Manual
Opel,Opel Meriva 1.7 CDTI Enjoy,2008,18,242000,18.0,2242,Petrol,Manual
Hyundai,Hyundai I30 1.0 T-GDI Smart,2022,4,22500,16.0,37962,Petrol,Manual
Toyota,Toyota Sienna 3.5 V6 XLE AWD,2016,10,114600,24.9,27512,Hybrid,Automatic
Opel,Opel Insignia 2.0 CDTI Sports Tourer,2011,15,151000,12.3,10070,Petrol,Manual
Toyota,Toyota Yaris,2010,16,246239,29.8,16716,Diesel,Automatic
Opel,Opel Vectra 1.8 Elegance,2008,18,238000,18.0,6422,Petrol,Manual
Opel,Opel Astra 1.4 Active,2014,12,140000,13.6,9348,Petrol,Manual
BMW,BMW Seria 3 318i Sport Line,2019,7,106985,20.0,26562,Diesel,Automatic
Ford,Ford Mustang 5.0 V8 GT,2014,12,142967,15.6,37962,Diesel,Manual
BMW,BMW Seria 3,2012,14,183740,20.0,17670,Diesel,Automatic
Lamborghini,Lamborghini Aventador S,2018,8,12000,52.0,969000,Petrol,Automatic
Opel,Opel Astra,2018,8,100850,16.0,19760,Diesel,Manual
BMW,BMW 3GT 320d xDrive M Sport,2015,11,174000,29.9,51642,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E 350 CDI 4-Matic Avantgarde,2013,13,144000,35.0,21660,Petrol,Automatic
Peugeot,Peugeot Expert,2016,10,155000,15.6,30362,Diesel,Manual
Volkswagen,Volkswagen T-Cross 1.0 TSI,2019,7,92784,15.0,26562,Petrol,Manual
BMW,BMW Seria 5,2003,23,258000,21.7,9690,Petrol,Automatic
Peugeot,Peugeot 308 CC 120 VTi Active,2012,14,144810,10.0,8360,Petrol,Manual
Opel,Opel Astra,2005,21,177000,16.0,4142,Petrol,Manual
Opel,Opel Vivaro 1.6 D (CDTI) L2H1 S&S,2015,11,276000,16.0,25422,Diesel,Manual
SEAT,Seat Leon 1.4 TSI Style S&S,2017,9,189323,16.0,23902,Diesel,Manual
Lamborghini,Lamborghini Huracan Performante,2019,7,57260,52.0,531620,Petrol,Automatic
Porsche,Porsche 718 Cayman GTS,2015,11,30355,38.0,102220,Petrol,Manual
Maserati,Maserati Quattroporte S,2007,19,101200,42.4,43700,Petrol,Automatic
Volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Trend Tiptr,2009,17,285000,19.7,13566,Diesel,Automatic
Opel,Opel Insignia 1.6 T Elite S&S,2019,7,126000,16.0,45220,Petrol,Automatic
Nissan,Nissan Patrol,1996,30,162000,10.0,32262,Petrol,Manual
Kia,Kia Venga 1.6 Business Line,2018,8,50000,12.5,22377,Petrol,Manual
Volvo,Volvo XC 60,2021,5,30000,19.7,77862,Petrol,Automatic
Porsche,Porsche Cayenne GTS PD Edition 3,2005,21,128000,36.0,26220,Petrol,Automatic
Opel,Opel Zafira 1.7 CDTI ecoFLEX Edition,2012,14,207563,19.6,7980,Diesel,Manual
Volkswagen,Volkswagen Golf,1998,28,262000,23.2,1786,Petrol,Automatic
Ferrari,Ferrari 488,2017,9,18099,39.0,539600,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz GLS 350 d 4-Matic,2017,9,179000,21.4,104120,Diesel,Automatic
Skoda,Skoda Superb 2.0 TDI Platinum Outdoor DSG,2014,12,224550,19.7,15162,Diesel,Automatic
Ferrari,Ferrari 458 Italia,2018,8,18200,40.0,760000,Petrol,Automatic
Ford,Ford Focus 1.0 EcoBoost SYNC Edition ASS,2015,11,72000,12.4,15162,Petrol,Manual
Peugeot,Peugeot 2008 1.6 BlueHDi Active,2019,7,53552,15.0,17062,Diesel,Manual
Mercedes-Benz,Mercedes-Benz ML 350 BlueTec 4-Matic,2013,13,172000,46.6,30096,Petrol,Automatic
Daihatsu,Daihatsu Trevis 1.0 Limited,2008,18,185128,15.0,3762,Petrol and LPG,Manual
Opel,Opel Astra 1.4 Turbo Cosmo,2012,14,156000,13.6,11362,Petrol,Manual
Volvo,Volvo V40 D2 Drive-E SCR Inscription,2018,8,111967,19.7,16340,Diesel,Manual
SEAT,Seat Exeo ST 1.8TSI Style,2010,16,216000,16.0,11362,Diesel,Manual
Volvo,Volvo V50,2009,17,286000,24.0,9082,Diesel,Automatic
Hyundai,Hyundai ix20 1.4 blue Comfort,2012,14,201000,15.9,10070,Petrol,Manual
Jeep,Jeep Compass 2.0 CRD Sport,2006,20,144000,39.6,7600,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa E 200 d 9G-TRONIC,2018,8,105000,19.5,37962,Diesel,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI DPF Comfortline,2008,18,200000,13.9,7220,Petrol,Manual
Mercedes-Benz,Mercedes-Benz CLA AMG 45 4-Matic,2015,11,79443,46.6,68400,Petrol,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI BMT Comfortline DSG,2019,7,102000,19.8,30362,Petrol,Automatic
Volkswagen,Volkswagen Passat,2016,10,47977,10.0,22762,Petrol,Manual
BMW,BMW X3 28i xDrive,2018,8,77000,30.0,18981,Petrol,Automatic
SEAT,Seat Leon 1.2 TSI Reference,2015,11,129800,10.0,17822,Petrol,Manual
Maserati,Maserati GranTurismo Sport,2013,13,110440,29.8,71060,Petrol,Automatic
Maserati,Maserati Quattroporte DuoSelect,2008,18,66750,42.4,37620,Petrol,Automatic
Porsche,Porsche Panamera 4,2011,15,170000,48.1,48944,Petrol,Automatic
Honda,Honda Civic 1.5i VTEC,1997,29,256623,20.0,950,Petrol,Manual
BMW,BMW iX3 Impressive,2022,4,5000,15.0,108262,Petrol,Automatic
Hyundai,Hyundai I30 1.4 Classic,2012,14,140000,10.9,12502,Petrol,Manual
Toyota,Toyota Auris,2015,11,172000,18.0,20710,Hybrid,Automatic
Volvo,Volvo S40 1.6,2004,22,289000,24.0,3382,Diesel,Manual
Ford,Ford Kuga 2.0 TDCi Titanium,2012,14,220000,16.0,12730,Petrol,Manual
Nissan,Nissan Patrol,1999,27,175000,10.0,22762,Petrol,Automatic
Peugeot,Peugeot 3008 1.6 Premium,2014,12,140000,20.0,11970,Diesel,Automatic
Porsche,Porsche 911 GT2,2006,20,143000,38.2,121600,Petrol,Manual
Toyota,Toyota Camry 2.5 Hybrid Comfort CVT,2018,8,110889,18.0,48051,Hybrid,Automatic
Porsche,Porsche Boxster,1999,27,175777,24.8,23902,Petrol,Automatic
Hyundai,Hyundai I30 1.0 T-GDI Smart,2022,4,5,15.0,18962,Petrol,Manual
Land Rover,Land Rover Discovery Sport 2.0 Si4 HSE,2016,10,124056,50.0,45220,Petrol,Automatic
Volvo,Volvo XC 60 T5 AWD Inscription,2015,11,71000,25.0,55822,Petrol,Automatic
Renault,Renault Fluence 2.0 16V Expression,2012,14,104000,11.5,10222,Petrol,Manual
Jeep,Jeep Grand Cherokee Gr 3.6 V6 Overland,2020,6,24828,61.7,45220,Petrol,Automatic
Audi,Audi A3,2016,10,135000,19.7,29944,Diesel,Manual
Renault,Renault Megane,2003,23,200000,20.0,3230,Petrol,Automatic
Aston Martin,Aston Martin DB9 Coupe Touchtronic,2010,16,35248,47.4,253333,Petrol,Automatic
Honda,Honda Civic,2015,11,195000,13.2,13642,Petrol,Manual
Mazda,Mazda 6 2.5 SkyPassion,2017,9,122800,21.9,42560,Diesel,Automatic
Peugeot,Peugeot 208 1.2 PureTech Active,2010,16,170898,11.2,9082,Petrol,Manual
Porsche,Porsche 911 Carrera Cabrio,1999,27,154000,24.8,121600,Petrol,Manual
Toyota,Toyota Avensis 1.8 Sol plus NAVI,2011,15,140000,13.3,20102,Petrol,Manual
Bentley,Bentley Continental Flying Spur,2017,9,70125,60.0,136420,Petrol,Automatic
Renault,Renault Megane 1.5 Blue dCi Limited,2019,7,57620,14.6,22669,Diesel,Manual
Bentley,Bentley Continental Flying Spur V8 S,2017,9,52759,39.9,262200,Petrol,Automatic
Volkswagen,Volkswagen Scirocco,2005,21,208000,12.0,9462,Petrol,Manual
Peugeot,Peugeot 306 1.6 XN,1998,28,220000,13.6,1064,Petrol,Manual
Volvo,Volvo S40 1.8 Momentum,2009,17,282000,20.0,5510,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa E 400 d 4-Matic 9G-TRONIC,2019,7,61000,29.3,75962,Diesel,Automatic
Peugeot,Peugeot 308,2015,11,156195,15.6,5282,Diesel,Manual
Ferrari,Ferrari 488,2018,8,51800,62.6,566200,Petrol,Automatic
Fiat,Fiat 500 C 1.2 8V 60th,2019,7,39000,10.0,12882,Petrol,Manual
Hyundai,Hyundai I30 1.0 T-GDI GPF GO Plus,2017,9,160000,16.9,22724,Diesel,Manual
Mazda,Mazda 3 2.0 mHEV Hikari,2021,5,17000,20.0,51680,Petrol,Manual
Opel,Opel Astra V 1.4 T Enjoy,2017,9,120379,14.0,19760,Petrol,Manual
Jeep,Jeep Grand Cherokee Gr 5.7 V8 Overland Summit,2014,12,131000,29.9,40280,Diesel,Automatic
Volkswagen,Volkswagen Tiguan Allspace 2.0 TDI 4Mot SCR Highline DSG 7os,2019,7,197000,19.7,66462,Diesel,Automatic
Ford,Ford Focus 1.0 EcoBoost ST-Line Black ASS,2017,9,129000,15.0,19722,Petrol,Manual
Bentley,Bentley Continental GT Speed,2015,11,50000,39.9,399000,Petrol,Automatic
Porsche,Porsche Cayenne Standard,2007,19,73806,38.0,20862,Petrol,Manual
Maserati,Maserati Quattroporte S,2014,12,98000,30.0,51300,Petrol,Automatic
Toyota,Toyota Yaris 1.5 Premium CVT,2019,7,73809,24.9,23750,Hybrid,Automatic
Volkswagen,Volkswagen Jetta 2.0 TDI DSG Highline,2013,13,289000,19.7,13490,Diesel,Automatic
Maserati,Maserati Levante,2016,10,63500,29.8,129200,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E,2018,8,43000,19.5,70110,Diesel,Automatic
Volkswagen,Volkswagen Passat Variant 1.4 TSI ACT BlueMotion Techn 4Mot,2018,8,47000,10.0,22800,Petrol,Manual
Dacia,Dacia Duster,2021,5,47000,10.0,43092,Petrol and LPG,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI 4Mot Elegance DSG,2015,11,15000,18.0,62700,Petrol,Automatic
Porsche,Porsche 911,2007,19,185790,45.1,169100,Petrol,Automatic
Skoda,Skoda Octavia 1.0 TSI Active,2023,3,9,10.0,34162,Petrol,Manual
Opel,Opel Astra,2008,18,185120,19.1,7372,Diesel,Manual
Maserati,Maserati Quattroporte S GranSport,2015,11,34258,46.9,95000,Petrol,Automatic
Volkswagen,Volkswagen Multivan,2018,8,24000,19.8,55822,Petrol,Automatic
Opel,Opel Grandland X,2015,11,173000,16.0,25802,Diesel,Manual
BMW,BMW Seria 3 330d Touring,2014,12,199999,20.0,19000,Petrol,Automatic
Volkswagen,Volkswagen Polo 1.2 12V Trendline,2005,21,315123,16.0,4332,Petrol,Manual
Ford,Ford S-Max 2.0 TDCi Titanium,2018,8,106193,15.0,35055,Diesel,Manual
Bentley,Bentley Bentayga W12,2017,9,31641,39.9,332500,Petrol,Automatic
Opel,Opel Insignia 2.0 CDTI Executive 4x4 S&S,2013,13,145900,13.6,16948,Petrol,Manual
Honda,Honda Accord 3.0i ES,1997,29,263000,20.0,7106,Petrol and LPG,Automatic
Porsche,Porsche 911,2022,4,1234,40.0,214206,Petrol,Manual
Bentley,Bentley Continental Flying Spur GTC W12,2011,15,106000,60.0,155420,Petrol,Automatic
Hyundai,Hyundai I30 1.4 Classic +,2015,11,267800,14.0,22762,Diesel,Manual
Hyundai,Hyundai Tucson,2023,3,1,16.0,28500,Hybrid,Automatic
Porsche,Porsche Cayenne,2009,17,301000,48.1,18202,Petrol,Automatic
Porsche,Porsche 911 Carrera 4,1999,27,154000,24.8,94966,Petrol,Manual
Porsche,Porsche 911,2009,17,211000,36.0,79762,Petrol,Automatic
Mitsubishi,Mitsubishi Space Star 1.2 Invite CVT,2023,3,5,11.9,28500,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa C 180 7G-TRONIC,2019,7,60000,20.0,35530,Diesel,Automatic
Volvo,Volvo V50,2008,18,187000,31.9,9462,Petrol,Automatic
Ford,Ford S-Max 2.0 TDCi 4WD Titanium,2017,9,52000,15.0,30400,Diesel,Manual
Opel,Opel Grandland X 1.2 T Innovation S&S,2017,9,103124,14.0,27702,Petrol and LPG,Manual
Mercedes-Benz,Mercedes-Benz GLC 220 d 4-Matic,2021,5,26957,19.5,96520,Diesel,Automatic
Ferrari,Ferrari GTC4Lusso,2017,9,27000,39.0,488300,Petrol,Automatic
SEAT,Seat Ibiza,2018,8,75800,10.0,11970,Petrol,Manual
Volkswagen,Volkswagen Touran,2015,11,180300,13.9,28842,Petrol,Manual
BMW,BMW Seria 3 318i,2023,3,1,20.0,88236,Petrol,Automatic
Ferrari,Ferrari F430 Spider F1,2007,19,50000,43.1,224162,Petrol,Automatic
Bentley,Bentley Continental GT Standard,2006,20,170000,60.0,68362,Petrol,Automatic
Renault,Renault Clio,2013,13,162000,11.5,4560,Petrol,Manual
Ford,Ford Focus,2015,11,153189,15.0,17100,Petrol and LPG,Manual
Mercedes-Benz,Mercedes-Benz Klasa A 200 Autotronic Avantgarde,2005,21,346161,26.9,6270,Diesel,Automatic
Volkswagen,Volkswagen Tiguan Allspace 2.0 TDI 4Mot R-Line DSG,2022,4,17016,19.7,105260,Diesel,Automatic
Maserati,Maserati GranTurismo S,2011,15,84342,46.9,90820,Petrol,Automatic
BMW,BMW X5 M,2019,7,160000,20.0,88806,Diesel,Automatic
Renault,Renault Clio 1.5 dCi Business,2018,8,98000,16.0,15162,Diesel,Manual
