brand,model,year,age_years,distance_driven_km,engine_litres,price_aud,fuel_type,gearbox
Ford,Ford Focus 1.6 EcoBoost Gold X (Trend),2011,15,175607,16.0,12730,Petrol,Manual
Toyota,Toyota Verso 1.6 Active,2011,15,235000,20.0,17404,Diesel,Manual
Hyundai,Hyundai i40 1.7 CRDi blue Style,2012,14,219000,16.9,10222,Diesel,Manual
Opel,Opel Corsa 1.2 Elegance S&S,2023,3,2100,12.0,29982,Petrol,Manual
Opel,Opel Insignia 1.8 Elegance,2007,19,239441,16.9,11362,Diesel,Manual
Ford,Ford Focus 1.5 EcoBoost Titanium ASS,2016,10,109890,15.0,18202,Petrol,Manual
Maserati,Maserati Quattroporte,2000,26,138123,32.2,30362,Petrol,Automatic
Toyota,Toyota Aygo 1.0 VVT-i X-cite,2017,9,114449,18.0,14440,Petrol,Manual
Porsche,Porsche 911 Carrera Cabrio,1999,27,154000,24.8,121600,Petrol,Manual
Nissan,Nissan Qashqai 2.0 4x4 Tekna CVT,2006,20,215000,39.5,12882,Petrol and LPG,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E 400,2017,9,99000,16.0,41800,Petrol,Automatic
Volkswagen,Volkswagen Caddy 1.6 TDI (5-Si.) BMT Edition 30,2017,9,115000,16.0,16910,Diesel,Manual
Volvo,Volvo V90 Cross Country D4 AWD Geartronic,2018,8,69000,19.7,58425,Diesel,Automatic
Ford,Ford Mustang,1997,29,180000,38.0,5890,Petrol,Automatic
Peugeot,Peugeot Partner 1.6 HDi Trendy,2012,14,194822,16.0,9462,Petrol,Manual
Cadillac,Cadillac Escalade 6.2 V8 Sport Luxury,2007,19,149200,35.6,32300,Petrol,Automatic
Ford,Ford S-Max 2.0 TDCi Titanium,2016,10,168900,10.0,24282,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa S 400 d 4-Matic 9G-TRONIC,2023,3,5,19.5,286938,Diesel,Automatic
Volvo,Volvo V70,1996,30,333000,24.6,3002,Diesel,Manual
Opel,Opel Insignia 1.6 CDTI Enjoy S&S Eco,2018,8,74500,14.0,26030,Petrol,Automatic
Volkswagen,Volkswagen Scirocco 2.0 TSI BMT DSG,2019,7,37590,19.7,26220,Diesel,Automatic
BMW,BMW Seria 3,2018,8,77518,44.0,39862,Petrol,Automatic
Porsche,Porsche 911 Carrera,2018,8,44000,25.0,127300,Petrol,Manual
Volkswagen,Volkswagen Passat 1.6 TDI BMT Trendline,2017,9,88000,14.0,22762,Petrol,Manual
Peugeot,Peugeot 106 1.4 Sport,1999,27,175000,13.6,3382,Petrol,Manual
Skoda,Skoda Octavia 1.5 TSI ACT Style,2020,6,38000,10.0,49115,Petrol,Manual
Volkswagen,Volkswagen Golf Plus,2012,14,199999,20.0,12882,Diesel,Manual
Peugeot,Peugeot Partner Tepee BlueHDi 100 Stop&Start Active,2016,10,104500,15.6,9082,Diesel,Manual
Ford,Ford Kuga 1.5 EcoBoost FWD ST-Line,2020,6,81000,10.0,51897,Petrol,Manual
Peugeot,Peugeot 308 1.6 HDi Premium Plus,2010,16,188213,16.0,6384,Petrol,Manual
Mazda,Mazda 6 1.8 Active,2001,25,139000,18.4,1178,Petrol,Manual
Porsche,Porsche 911 Carrera 4S Cabrio,2008,18,36000,38.2,102220,Petrol,Manual
Hyundai,Hyundai ix20,2014,12,256000,15.8,12122,Diesel,Manual
Bentley,Bentley Continental GT V8,2017,9,25000,39.9,273562,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa B 180 CDI 7G-DCT,2010,16,226000,62.1,17442,Petrol,Automatic
Ford,Ford Galaxy 2.0 Business Edition,2013,13,191832,20.0,10602,Diesel,Manual
Kia,Kia Sportage 1.6 GDI M 2WD,2016,10,130000,15.9,34162,Petrol,Manual
Aston Martin,Aston Martin Rapide S,2011,15,62700,47.4,102220,Petrol,Automatic
Hyundai,Hyundai Tucson,2016,10,129000,15.9,20472,Petrol,Manual
Volkswagen,Volkswagen Polo 1.6 TDI Blue Motion Technology Highline,2010,16,167535,16.0,9956,Diesel,Manual
Peugeot,Peugeot 308,2010,16,249775,15.6,7600,Diesel,Manual
Kia,Kia Ceed 1.6 T-GDI GT-Challenge,2018,8,69678,16.0,23142,Diesel,Manual
Porsche,Porsche 911 Carrera S,2016,10,10655,38.0,216220,Petrol,Manual
Audi,Audi Q3 35 TFSI mHEV S tronic,2022,4,7000,19.8,72162,Petrol,Automatic
Porsche,Porsche Panamera GTS,2019,7,61000,40.0,114000,Petrol,Automatic
Opel,Opel Mokka 1.7 CDTI Cosmo,2014,12,139000,16.9,20140,Diesel,Automatic
Kia,Kia Sportage,2020,6,26000,16.0,37240,Diesel,Manual
Mercedes-Benz,Mercedes-Benz CLK 320 Elegance,2003,23,320000,26.9,26980,Diesel,Automatic
Opel,Opel Astra,2001,25,215000,9.7,3420,Petrol,Manual
Mercedes-Benz,Mercedes-Benz GLC 300 4-Matic,2017,9,77300,19.9,40280,Petrol,Automatic
Bentley,Bentley Continental GT New,2019,7,12000,60.0,452200,Petrol,Automatic
Porsche,Porsche 911 Carrera,1999,27,207000,24.8,170620,Petrol,Manual
BMW,BMW X5 M,2023,3,1,29.9,230242,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz Klasa S AMG 63 4-Matic+ L,2018,8,79000,29.3,220400,Diesel,Automatic
Maserati,Maserati Quattroporte S,2019,7,41000,29.9,60757,Diesel,Automatic
Lamborghini,Lamborghini Gallardo Spyder E-Gear,2005,21,46950,61.9,300200,Petrol,Automatic
Opel,Opel Mokka 1.6 CDTI Enjoy S&S,2018,8,206789,16.0,23522,Diesel,Manual
Volkswagen,Volkswagen Golf GTD BlueMotion Technology DSG,2016,10,146059,19.7,35530,Diesel,Automatic
Volvo,Volvo V50 2.0 Sport,2009,17,209000,18.0,6460,Petrol,Manual
Porsche,Porsche 911,2006,20,170500,36.0,60420,Petrol,Automatic
Toyota,Toyota Corolla 1.6 Luna,2010,16,158000,20.0,9842,Diesel,Manual
Porsche,Porsche Panamera Turbo,2010,16,234000,30.0,64562,Diesel,Automatic
Fiat,Fiat Grande Punto,2008,18,212500,13.7,4028,Petrol and LPG,Manual
Citroen,Citroën C3,2020,6,100500,15.0,25840,Diesel,Manual
Volkswagen,Volkswagen T-Roc,2023,3,1,10.0,46436,Petrol,Manual
Volkswagen,Volkswagen Touran 1.4 TSI Trendline,2013,13,81550,13.9,18981,Petrol,Manual
Renault,Renault Captur,2017,9,105000,12.0,17556,Petrol,Manual
MINI,MINI Cooper S,2007,19,140000,16.0,17062,Petrol,Automatic
Maserati,Maserati Levante S,2017,9,55000,29.8,119700,Petrol,Automatic
SEAT,Seat Leon,2018,8,39000,15.0,26562,Petrol,Manual
BMW,BMW X3 xDrive20d,2022,4,10,20.0,99995,Petrol,Automatic
Maserati,Maserati Ghibli,2014,12,151665,29.9,44042,Diesel,Automatic
Opel,Opel Astra III 1.8 Enjoy,2001,25,250000,21.7,2660,Diesel,Manual
BMW,BMW Seria 3 320d,2018,8,91700,20.0,39862,Diesel,Automatic
SEAT,Seat Leon,2016,10,156110,14.2,17062,Diesel,Manual
Bentley,Bentley Continental GT Standard,2006,20,95000,60.0,62864,Petrol,Automatic
Hyundai,Hyundai i40 1.7 CRDi Comfort +,2013,13,146000,17.0,14782,Diesel,Manual
Renault,Renault Megane II 1.6 16V Expression,2003,23,200000,20.0,4138,Petrol,Automatic
Maserati,Maserati Ghibli Diesel,2014,12,80000,29.8,37620,Petrol,Automatic
Maserati,Maserati Ghibli,2019,7,30000,29.8,68362,Petrol,Automatic
Peugeot,Peugeot 508 2.0 BlueHDi RXH S&S,2019,7,170000,15.0,21850,Diesel,Automatic
Peugeot,Peugeot 3008 2.0 BlueHDi GT S&S EAT6,2015,11,71000,16.0,36480,Petrol,Automatic
Bentley,Bentley Continental GT,2005,21,122000,60.0,127300,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz SL 320,1998,28,189560,32.0,24396,Petrol and LPG,Automatic
Maserati,Maserati Quattroporte DuoSelect,2008,18,30600,42.4,37620,Petrol,Automatic
Bentley,Bentley Continental GT Speed,2013,13,29201,60.0,121600,Petrol,Automatic
Peugeot,Peugeot 3008,2015,11,134000,16.0,21242,Petrol,Automatic
Peugeot,Peugeot 2008 1.2 Pure Tech Allure S&S EAT6,2016,10,194800,20.0,21964,Diesel,Automatic
BMW,BMW i8,2018,8,106810,20.0,113620,Petrol,Automatic
Land Rover,Land Rover Discovery IV 3.0D V6 HSE,2010,16,298000,36.3,32718,Diesel,Automatic
Ford,Ford Tourneo Connect,2011,15,168000,15.6,11970,Diesel,Manual
Opel,Opel Zafira 1.8 Family,2009,17,282000,19.6,5130,Diesel,Manual
Nissan,Nissan Patrol,1995,31,229394,10.0,25650,Petrol,Automatic
Opel,Opel Astra II 1.6 Elegance,1995,31,156265,13.9,3382,Petrol,Automatic
Nissan,Nissan Qashqai 1.6 DCi Xtronic TEKNA,2012,14,220260,20.0,21128,Diesel,Automatic
Opel,Opel Astra GTC 1.6 Black&White,2009,17,233500,19.6,6802,Diesel,Manual
Hyundai,Hyundai Bayon 1.0 T-GDI Smart,2021,5,41673,15.0,33440,Petrol,Manual
Aston Martin,Aston Martin Rapide S,2011,15,62700,47.4,102220,Petrol,Automatic
Volkswagen,Volkswagen Passat 1.9 TDI Trendline,2007,19,339400,19.7,6802,Diesel,Manual
Opel,Opel Astra 1.4 Turbo Style,2014,12,96869,14.0,14022,Petrol,Manual
Bentley,Bentley Continental GT Speed,2014,12,79000,60.0,151620,Petrol,Automatic
Volkswagen,Volkswagen Polo 1.2 Trendline,2012,14,237000,16.0,5890,Diesel,Manual
Opel,Opel Vivaro 2.0 CDTI L1H1 DPF Tour Cosmo,2012,14,95000,13.6,18050,Petrol,Manual
Maserati,Maserati Ghibli S Q4,2014,12,215000,29.9,53200,Diesel,Automatic
Ford,Ford Mondeo,2013,13,171120,10.0,7980,Petrol,Manual
Maserati,Maserati Quattroporte S,2019,7,62223,29.8,90820,Petrol,Automatic
Peugeot,Peugeot 508,2012,14,193648,16.0,12654,Petrol,Manual
Volkswagen,Volkswagen Passat,2019,7,134755,15.0,44802,Petrol,Automatic
SEAT,Seat Arona 1.0 TSI GPF FR S&S DSG,2017,9,219000,19.7,29602,Diesel,Automatic
Maserati,Maserati GranTurismo Sport,2014,12,52100,29.8,68400,Petrol,Automatic
BMW,BMW Seria 5 520i mHEV,2023,3,1,20.0,101802,Petrol,Automatic
Peugeot,Peugeot 607 2.2 HDI Tiptronic,2004,22,150000,20.0,3990,Petrol,Automatic
Mazda,Mazda 3,2018,8,102068,20.0,24130,Petrol,Automatic
Volkswagen,Volkswagen Golf,2018,8,123500,16.0,27322,Diesel,Manual
Skoda,Skoda Octavia,2017,9,80000,18.0,22382,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz CLS 500,2005,21,205000,35.0,21470,Petrol,Automatic
Ford,Ford S-Max,2012,14,170000,16.0,14402,Petrol,Manual
Opel,Opel Astra,2017,9,138188,16.0,17442,Diesel,Manual
Audi,Audi A4 Avant 2.0 TDI,2009,17,181000,16.0,6384,Petrol,Manual
BMW,BMW X5 xDrive40i,2021,5,10000,44.0,132240,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa C 250 (BlueTEC) d 4Matic T 7G-TRONIC,2014,12,210000,29.9,19000,Diesel,Automatic
Hyundai,Hyundai Santa Fe 2.4 GLS 2WD,2009,17,188000,14.0,5320,Petrol,Manual
Volkswagen,Volkswagen Touran 2.0 TDI BMT Highline DSG,2019,7,28333,10.0,40242,Petrol,Automatic
Hyundai,Hyundai I30 1.4 T-GDI GPF Comfort,2019,7,105700,15.8,27303,Diesel,Manual
MINI,MINI Cooper,2008,18,162000,16.0,12464,Petrol,Automatic
Volkswagen,Volkswagen Passat,2012,14,270000,19.7,14630,Diesel,Manual
BMW,BMW X3 xDrive20d M Sport sport,2022,4,6500,15.0,75240,Diesel,Automatic
Rover,Rover 214,1999,27,249871,19.5,741,Diesel,Manual
Hyundai,Hyundai I30 1.6 CRDi Classic,2013,13,157332,12.5,5586,Petrol,Manual
Volkswagen,Volkswagen Golf Plus,2007,19,174540,13.9,8736,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa V 250 d 4-Matic Exclusive 7G-Tronic,2015,11,121200,21.4,81748,Diesel,Automatic
Opel,Opel Omega,1997,29,217200,20.0,7182,Petrol,Automatic
Peugeot,Peugeot 5008 1.6 HDi Access,2011,15,258000,20.0,9880,Diesel,Manual
BMW,BMW M5 CS,2022,4,2100,29.9,323000,Petrol,Automatic
Porsche,Porsche Boxster 2.5,1999,27,62400,24.8,18962,Petrol,Manual
Opel,Opel Corsa,2013,13,120923,13.6,7562,Petrol,Manual
Mercedes-Benz,Mercedes-Benz GLE 300 d 4-Matic,2021,5,10820,39.8,113962,Petrol,Automatic
Maserati,Maserati GranCabrio Sport,2018,8,67254,29.8,125020,Petrol,Automatic
Renault,Renault Austral,2022,4,11,16.0,65778,Hybrid,Automatic
Opel,Opel Grandland X,2023,3,5,16.0,33060,Hybrid,Automatic
Bentley,Bentley Bentayga,2017,9,65000,59.5,311220,Petrol,Automatic
BMW,BMW Seria 5,2003,23,298000,29.8,8170,Petrol,Automatic
Kia,Kia Sportage 1.7 CRDI Business Line 2WD,2017,9,159013,16.9,26562,Diesel,Manual
Volvo,Volvo S90 D4 AWD Inscription,2018,8,55000,19.7,33668,Petrol,Automatic
Volvo,Volvo XC 60,2019,7,156247,19.7,63042,Diesel,Automatic
Jeep,Jeep Avenger,2022,4,1,16.0,47236,Diesel,Manual
Opel,Opel Zafira,2009,17,180000,18.0,3990,Petrol,Manual
Volkswagen,Volkswagen Tiguan 2.0 TSI 4Mot Perfectline R-Style DSG,2014,12,243000,16.0,37620,Diesel,Automatic
BMW,BMW Seria 5 530i xDrive M Sport sport,2018,8,90000,29.9,55480,Diesel,Automatic
Hyundai,Hyundai ix35 1.7 CRDi Premium 2WD,2013,13,48358,14.0,20102,Petrol,Manual
SEAT,Seat Leon 2.0 TDI FR,2016,10,110369,14.2,18616,Diesel,Manual
Daihatsu,Daihatsu Cuore 1.0 Plus,2008,18,282000,13.0,2242,Petrol and LPG,Manual
Ford,Ford Focus,2019,7,28690,15.0,16302,Petrol,Manual
Hyundai,Hyundai ix20 1.4 5 Star Edition,2010,16,266000,20.0,10222,Petrol and LPG,Manual
Bentley,Bentley Arnage,1999,27,154284,44.0,22800,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E 220 BlueTEC 7G-TRONIC Avantgarde,2014,12,174200,29.9,29944,Diesel,Automatic
Opel,Opel Insignia 2.0 CDTI Active,2013,13,186000,14.0,12882,Petrol,Manual
Maserati,Maserati 3200,2001,25,86000,32.2,56924,Petrol,Automatic
Opel,Opel Astra 1.2 T Elegance S&S,2020,6,39400,12.0,46322,Petrol,Manual
Honda,Honda CR-V 2.0 Rvi 4WD,1996,30,59000,14.0,1862,Petrol,Manual
Smart,Smart Fortwo & passion,1999,27,140000,6.0,950,Petrol,Automatic
Opel,Opel Meriva 1.4 ecoflex Edition,2012,14,150700,19.6,10602,Diesel,Manual
Opel,Opel Zafira 1.4 T Cosmo,2016,10,98500,10.0,21964,Petrol,Manual
Dacia,Dacia Duster 1.5 dCi Laureate,2012,14,176543,14.6,15542,Diesel,Manual
Bentley,Bentley Continental GT V8 S,2017,9,70125,60.0,140220,Petrol,Automatic
Lamborghini,Lamborghini Gallardo Spyder E-Gear,2014,12,13000,65.0,109820,Petrol,Automatic
Ferrari,Ferrari F430 Spider F1,2007,19,50000,43.1,224352,Petrol,Automatic
Volkswagen,Volkswagen T-Roc,2022,4,6,10.0,58273,Petrol,Automatic
Nissan,Nissan Qashqai,2011,15,116000,16.0,14402,Petrol,Manual
Mercedes-Benz,Mercedes-Benz CLS 500,2007,19,265000,29.9,31882,Diesel,Automatic
Maserati,Maserati Levante S,2017,9,64780,29.8,129200,Petrol,Automatic
Hyundai,Hyundai i20 1.0 T-GDi N Line,2022,4,7,10.0,34960,Petrol,Manual
Mercedes-Benz,Mercedes-Benz GLK 220 CDI BlueEff 4-Matic,2013,13,55000,21.4,34162,Diesel,Automatic
Ford,Ford Focus,2014,12,244155,20.0,11400,Diesel,Manual
Honda,Honda CR-V 1.5 Comfort 2WD,2018,8,49900,15.0,41762,Petrol,Manual
Renault,Renault Captur,2019,7,65366,14.6,7562,Diesel,Automatic
Bentley,Bentley Continental GT,2018,8,58000,59.5,414200,Petrol,Automatic
Bentley,Bentley Continental GT Speed,2014,12,79000,60.0,167162,Petrol,Automatic
Opel,Opel Frontera,1996,30,246600,25.0,10222,Petrol,Automatic
Ford,Ford Transit Custom,2019,7,117000,20.0,30362,Diesel,Manual
Volkswagen,Volkswagen Scirocco 2.0 TDI (Blue Motion Technologie) Sound,2017,9,139780,19.7,22335,Diesel,Manual
Opel,Opel Insignia,2018,8,72700,10.0,18240,Petrol,Manual
Bentley,Bentley Continental GT Supersports,2018,8,27500,59.5,485260,Petrol,Automatic
BMW,BMW Seria 3 320d xDrive MHEV M Sport sport,2021,5,19000,20.0,72162,Diesel,Automatic
Toyota,Toyota Camry,2022,4,14300,18.0,53284,Hybrid,Automatic
BMW,BMW X4 xDrive25d sport,2015,11,137228,44.0,81662,Petrol,Automatic
BMW,BMW Seria 8 M850i xDrive,2023,3,5,20.0,147440,Petrol,Automatic
Volkswagen,Volkswagen Caddy 2.0 TDI Trendline,2016,10,103754,12.0,22344,Petrol,Manual
Toyota,Toyota Corolla,2021,5,26109,19.9,58444,Hybrid,Automatic
Toyota,Toyota Auris 1.33 VVT-i Terra Start,2013,13,244323,20.0,11742,Diesel,Manual
Maserati,Maserati Levante S,2017,9,65235,29.8,45600,Petrol,Automatic
Volkswagen,Volkswagen Transporter,1996,30,533964,24.6,22800,Diesel,Manual
Volvo,Volvo XC 40 D3 R-Design,2021,5,33000,14.8,52250,Hybrid,Automatic
Nissan,Nissan Micra 1.2 Tekna,2016,10,166796,16.0,10602,Diesel,Manual
MINI,MINI Cooper,2008,18,156610,14.0,8208,Petrol,Manual
Nissan,Nissan Qashqai 1.3 DIG-T mHEV N-Connecta,2021,5,27300,13.3,50426,Petrol,Manual
SEAT,Seat Toledo 2.3 V5,1999,27,208365,16.0,1330,Petrol,Manual
Volkswagen,Volkswagen Golf VII 1.6 TDI BMT Comfortline,2015,11,92712,16.0,17670,Diesel,Manual
Renault,Renault Megane 1.5 Blue dCi Business,2016,10,241325,12.0,20102,Petrol,Manual
Volkswagen,Volkswagen Caravelle,2013,13,124900,36.0,36480,Petrol,Automatic
Ford,Ford Focus 1.5 EcoBoost ST-Line Business,2019,7,113900,20.0,33820,Diesel,Manual
Opel,Opel Agila 1.0 Enjoy,2009,17,129645,10.0,5092,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa S 560 4-Matic L 9G-TRONIC,2019,7,122000,19.5,166820,Diesel,Automatic
Volkswagen,Volkswagen Caddy,2012,14,181000,19.8,11171,Petrol,Manual
BMW,BMW Seria 7 740i L,2011,15,378000,20.0,25840,Diesel,Automatic
SEAT,Seat Tarraco 1.5 Eco TSI EVO Style S&S,2015,11,150000,14.2,47082,Diesel,Manual
Renault,Renault Clio,2003,23,114000,11.5,4256,Petrol,Automatic
Opel,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Exklusiv,2016,10,169000,19.6,18202,Diesel,Manual
Nissan,Nissan Note 1.4 Acenta,2007,19,257000,20.0,6308,Petrol,Manual
Renault,Renault Megane 1.6 SCe Zen,2016,10,100576,12.0,22002,Petrol,Manual
Porsche,Porsche 911 GT3 RS,2007,19,75166,26.9,322966,Petrol,Manual
MINI,MINI ONE Standard,2008,18,196000,16.0,4180,Petrol,Manual
Renault,Renault Grand Scenic,2013,13,219000,20.0,7562,Diesel,Manual
Ferrari,Ferrari 488,2018,8,24500,39.0,494000,Petrol,Automatic
Renault,Renault Megane 1.3 TCe FAP Intens,2017,9,93125,9.0,27702,Petrol,Manual
Maserati,Maserati Quattroporte S Q4,2013,13,110440,29.8,75924,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz GLS 400 d 4Matic 9G-TRONIC,2022,4,12730,16.0,209000,Diesel,Automatic
SEAT,Seat Leon 1.2 TSI Reference,2017,9,90000,14.0,10640,Petrol,Manual
Toyota,Toyota Highlander 2.5 Prestige,2023,3,5,24.9,107160,Hybrid,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E,2007,19,109000,35.0,7144,Petrol,Automatic
Ford,Ford Fiesta,2011,15,140000,12.4,10640,Petrol,Manual
Skoda,Skoda Octavia 2.0 TDI Ambition,2021,5,5637,15.0,46040,Petrol,Manual
Peugeot,Peugeot 5008 1.6 THP Premium,2012,14,160000,21.8,12540,Diesel,Automatic
Alfa Romeo,Alfa Romeo Giulietta 1.4 TB 16V Multiair TCT Sprint,2012,14,220000,19.6,15580,Diesel,Automatic
Mazda,Mazda Xedos 9 2.5 Exclusiv,2004,22,150000,13.9,2470,Petrol,Automatic
Porsche,Porsche Panamera GTS,2015,11,108000,48.1,110960,Petrol,Automatic
Ford,Ford Focus 1.6 TDCi Ambiente,2012,14,169500,10.0,8702,Petrol,Manual
Mercedes-Benz,Mercedes-Benz GLC 220 d 4-Matic,2019,7,139100,20.0,56962,Diesel,Automatic
Maserati,Maserati Ghibli S Q4,2016,10,46436,46.9,48610,Petrol,Automatic
Hyundai,Hyundai i40 Kombi blue 1.7 CRDi Premium,2014,12,500520,14.0,14782,Petrol and LPG,Manual
Aston Martin,Aston Martin V8 Vantage Roadster Sportshift,2010,16,35248,47.4,132924,Petrol,Automatic
Volvo,Volvo XC 60 B4 D Momentum,2017,9,207000,19.7,37582,Diesel,Automatic
Volkswagen,Volkswagen T-Roc 1.5 TSI Life,2022,4,10,10.0,46083,Petrol,Manual
Kia,Kia Ceed Cee'd 1.4 CRDi M,2014,12,99000,20.0,12350,Petrol,Manual
Opel,Opel Vectra 1.9 CDTI Cosmo,2009,17,233500,19.6,1330,Diesel,Manual
Volkswagen,Volkswagen Polo,2005,21,274401,16.0,6042,Petrol,Manual
Renault,Renault Modus 1.6 16V Dynamique,2003,23,319000,29.5,4180,Petrol and LPG,Automatic
Honda,Honda Accord 1.8,1998,28,252900,14.0,946,Petrol,Manual
Bentley,Bentley Bentayga,2019,7,51354,39.9,115900,Petrol,Automatic
Porsche,Porsche 911,1998,28,57000,33.9,41762,Petrol,Automatic
Hyundai,Hyundai I30,2021,5,12000,16.0,28462,Petrol,Manual
Opel,Opel Astra IV 1.6 Cosmo,2011,15,186000,16.9,7980,Diesel,Manual
Volvo,Volvo XC 90 B5 D AWD Ultimate Bright 7os,2020,6,76591,19.7,140562,Diesel,Automatic
Ford,Ford Focus 1.0 EcoBoost ST-Line ASS,2016,10,214000,20.0,32642,Diesel,Manual
Volkswagen,Volkswagen Golf,2015,11,249000,19.7,22762,Diesel,Manual
BMW,BMW X3,2016,10,132630,29.8,64562,Petrol,Automatic
Chevrolet,Chevrolet Tahoe,2006,20,61111,59.7,19000,Petrol,Automatic
Peugeot,Peugeot 208 E-HDi 92 Stop&Start Style,2010,16,236626,15.6,10222,Diesel,Manual
Opel,Opel Crossland X 1.2 T Edition S&S,2018,8,180000,12.0,25650,Petrol,Automatic
Volvo,Volvo S60 2.4D5 Diament,2007,19,261000,15.6,6460,Diesel,Manual
Toyota,Toyota C-HR 1.8 Hybrid Dynamic,2018,8,82000,18.0,41762,Hybrid,Automatic
Honda,Honda Civic 1.5 T Elegance,2015,11,168000,16.0,30362,Diesel,Manual
Opel,Opel Meriva 1.7 CDTI Cosmo,2014,12,227930,19.6,9462,Diesel,Manual
Aston Martin,Aston Martin Rapide,2011,15,112,59.4,163020,Petrol,Automatic
Ferrari,Ferrari 488,2016,10,82801,62.6,490200,Petrol,Automatic
Opel,Opel Grandland X 1.2 Start/Stop Edition,2016,10,313000,16.0,28842,Diesel,Manual
Toyota,Toyota Aygo,2020,6,19600,10.0,16716,Petrol,Manual
Toyota,Toyota Hilux 2.4 D-4D Double Cab DL 4x4,2016,10,206700,19.9,94962,Petrol,Manual
Porsche,Porsche Cayenne,2007,19,88000,38.2,23180,Petrol,Automatic
Renault,Renault Arkana,2021,5,11134,13.3,44422,Hybrid,Automatic
Ford,Ford Mondeo 1.5 EcoBoost ST-Line X,2019,7,93850,15.0,32661,Petrol,Manual
Ferrari,Ferrari 612 Scaglietti F1,2008,18,39000,43.1,186493,Petrol,Automatic
Opel,Opel Astra,2011,15,180300,13.6,9842,Petrol and LPG,Manual
Hyundai,Hyundai ix20,2014,12,223100,20.0,9310,Diesel,Manual
Skoda,Skoda RAPID 1.4 TSI Ambition Max DSG,2014,12,22598,10.0,12540,Petrol,Automatic
Opel,Opel Astra,2015,11,30500,13.6,24700,Petrol,Automatic
Porsche,Porsche 911 GT3,2016,10,20624,19.9,330600,Petrol,Manual
Opel,Opel Insignia 2.0 CDTI 4x4 Automatik Business Innovation,2017,9,240900,19.6,16682,Diesel,Automatic
Ferrari,Ferrari 812 GTS,2022,4,9500,65.0,987620,Petrol,Automatic
Volkswagen,Volkswagen Golf R 4Motion BlueMotion Technology DSG,2019,7,47000,19.7,45980,Diesel,Automatic
Maserati,Maserati GranCabrio Sport,2017,9,112773,29.8,188100,Petrol,Automatic
Peugeot,Peugeot 308 1.6 Grand Prix,2008,18,150000,16.0,6422,Petrol,Manual
Hyundai,Hyundai ix35 2.0 Premium,2012,14,173400,15.9,16302,Petrol,Manual
Hyundai,Hyundai Tucson 1.6 GDI BlueDrive Comfort 2WD,2015,11,88464,15.9,26562,Petrol,Manual
Bentley,Bentley Continental GT V8 S,2017,9,31641,39.9,233700,Petrol,Automatic
Renault,Renault Kangoo,2010,16,153000,14.6,7182,Diesel,Manual
Ferrari,Ferrari GTC4Lusso,2015,11,18300,45.0,356820,Petrol,Automatic
Opel,Opel Astra,2023,3,1,12.0,37810,Petrol,Manual
Lamborghini,Lamborghini Urus,2018,8,12000,52.0,330600,Petrol,Automatic
Hyundai,Hyundai i20,2022,4,9783,10.0,29678,Petrol,Manual
Nissan,Nissan X-Trail 1.6 DCi Tekna 4WD EU6,2018,8,85032,13.3,25042,Petrol,Manual
Honda,Honda CR-V 2.0 Lifestyle (Honda Connect+),2016,10,74645,20.0,37962,Petrol,Manual
Volvo,Volvo S60,2022,4,3204,0.0,45562,Electric,Automatic
Audi,Audi A4 Avant 2.0,2001,25,298000,19.0,3002,Diesel,Manual
Peugeot,Peugeot 508 HDi FAP 140 Active,2011,15,214824,14.0,9082,Diesel,Manual
Lamborghini,Lamborghini Gallardo,2004,22,75000,49.6,171000,Petrol,Automatic
BMW,BMW X3,2004,22,451500,29.9,11362,Diesel,Automatic
MINI,MINI Countryman Cooper S E All4,2016,10,42000,12.0,38000,Petrol,Automatic
Kia,Kia Picanto 1.0 M,2019,7,90000,13.7,12502,Petrol,Manual
Volvo,Volvo S90,2018,8,94598,19.7,44802,Diesel,Manual
Volvo,Volvo XC 90 D5 AWD Inscription 7os,2018,8,139797,19.7,59242,Diesel,Automatic
Opel,Opel Astra III 1.6 Cosmo,2011,15,275000,20.0,7562,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa E,2019,7,163821,19.5,14250,Diesel,Automatic
Porsche,Porsche 718 Cayman GT4,2020,6,6700,40.0,227893,Petrol,Manual
Peugeot,Peugeot 308 CC HDi FAP 110 Premium,2012,14,123000,14.0,9842,Petrol,Manual
Opel,Opel Astra III 1.6,2008,18,176500,16.0,7220,Petrol,Manual
Renault,Renault Arkana 1.3 TCe mHEV R.S Line EDC,2023,3,1,13.3,51642,Petrol,Automatic
